User_id,food_id,country_id,calories,protein_g,fat_g,carbs_g,goal_id,time_id,suitability_score,,
21,269,14,120,12,7,4,1,3,1,,
21,55,14,300,10,18,26,1,3,0,,
21,209,14,140,10,10,4,1,3,1,,
21,184,14,200,25,11,0,1,3,0,,
21,420,14,125,8,3,17,1,3,1,,
21,373,14,135,9,7,10,1,3,1,,
22,176,7,230,21,15,0,1,1,0,,
22,246,7,35,3,1,4,1,1,1,,
22,260,7,210,18,11,14,1,1,0,,
22,386,7,150,10,10,4,1,1,1,,
22,52,7,130,3,0.3,28,1,1,1,,
22,364,7,80,8,4,2,1,1,1,,
22,287,7,20,1,0.1,4,1,1,1,,
22,162,7,1,0.1,0,0,1,1,1,,
22,273,7,170,5,1,35,1,1,0,,
22,116,7,35,6,0.5,5,1,1,1,,
22,323,7,145,7,2,24,1,2,1,,
22,402,7,105,23,0.5,0,1,2,1,,
22,300,7,160,6,7,20,1,2,0,,
22,416,7,220,3,14,22,1,2,0,,
22,104,7,115,5,1,22,1,2,1,,
22,94,7,160,20,8,1,1,2,0,,
22,70,7,90,7,6,2,1,2,1,,
22,118,7,122,11,5,10,1,2,1,,
22,324,7,190,21,9,6,1,2,0,,
22,34,7,130,22,4,1,1,2,1,,
22,92,7,175,20,7,8,1,3,0,,
22,26,7,195,12,10,18,1,3,0,,
22,407,7,285,22,18,10,1,3,0,,
22,51,7,45,3,2,4,1,3,1,,
22,29,7,140,18,6,2,1,3,1,,
22,245,7,160,20,7,5,1,3,0,,
22,370,7,100,18,2,2,1,3,1,,
22,102,7,30,4,0.5,2,1,3,1,,
22,266,7,90,7,3,8,1,3,1,,
22,202,7,150,9,7,14,1,3,1,,
23,155,4,115,9,4,12,2,1,0,,
23,349,4,240,7,15,20,2,1,0,,
23,42,4,180,10,15,2,2,1,0,,
23,429,4,310,10,3,62,2,1,0,,
23,130,4,190,13,15,1,2,1,0,,
23,138,4,74,1,0.3,19,2,1,0,,
23,385,4,280,9,18,22,2,1,0,,
23,109,4,25,1,0.2,5,2,1,0,,
23,18,4,130,4,3,22,2,1,0,,
23,152,4,42,0.8,0.1,11,2,1,0,,
23,153,4,110,4,9,5,2,2,0,,
23,90,4,160,24,6,1,2,2,1,,
23,253,4,180,10,11,12,2,2,0,,
23,228,4,105,8,3,14,2,2,0,,
23,178,4,160,30,2,0,2,2,1,,
23,375,4,140,4,8,15,2,2,0,,
23,13,4,110,22,2,0,2,2,1,,
23,97,4,130,7,4,18,2,2,0,,
23,318,4,75,2,5,7,2,2,0,,
23,341,4,140,18,6,4,2,2,0,,
23,214,4,260,25,18,0,2,3,1,,
23,20,4,130,22,4,0,2,3,1,,
23,79,4,190,22,10,3,2,3,1,,
23,377,4,110,6,4,14,2,3,0,,
23,32,4,180,20,10,4,2,3,1,,
23,186,4,200,25,11,0,2,3,1,,
23,150,4,125,7,4,16,2,3,0,,
23,314,4,160,24,7,2,2,3,1,,
23,188,4,95,18,2,1,2,3,0,,
23,411,4,85,2,5,9,2,3,0,,
24,237,5,170,4,7,26,2,1,0,,
24,290,5,160,3,4,28,2,1,0,,
24,199,5,130,4,0.5,28,2,1,0,,
24,408,5,180,5,8,25,2,1,0,,
24,353,5,105,7,0.5,19,2,1,0,,
24,263,5,140,5,4,22,2,1,0,,
24,119,5,160,12,11,2,2,1,0,,
24,114,5,160,6,4,26,2,1,0,,
24,144,5,50,1,0.3,12,2,1,0,,
24,3,5,600,20,52,18,2,1,1,,
24,277,5,160,9,12,6,2,2,0,,
24,73,5,195,12,8,23,2,2,0,,
24,299,5,135,6,3,24,2,2,0,,
24,132,5,145,15,8,4,2,2,0,,
24,250,5,110,3,6,12,2,2,0,,
24,113,5,115,7,4,15,2,2,0,,
24,111,5,130,3,4,20,2,2,0,,
24,388,5,120,20,4,1,2,2,1,,
24,243,5,250,8,2,50,2,2,0,,
24,63,5,60,2,3,8,2,2,0,,
24,387,5,150,24,5,1,2,3,1,,
24,434,5,100,7,2,14,2,3,0,,
24,313,5,80,2,5,8,2,3,0,,
24,220,5,210,18,14,4,2,3,0,,
24,368,5,230,18,16,4,2,3,0,,
24,347,5,150,14,7,10,2,3,0,,
24,219,5,45,1,2,6,2,3,0,,
24,86,5,140,18,7,4,2,3,0,,
24,41,5,110,3,1,23,2,3,0,,
24,204,5,100,4,7,6,2,3,0,,
25,196,9,165,8,11,12,2,1,0,,
25,98,9,190,6,10,22,2,1,0,,
25,293,9,230,9,14,20,2,1,0,,
25,251,9,200,10,7,25,2,1,0,,
25,145,9,55,1,0.5,13,2,1,0,,
25,331,9,140,10,11,2,2,1,0,,
25,306,9,120,7,3,16,2,1,0,,
25,241,9,43,0.5,0.1,11,2,1,0,,
25,262,9,90,6,6,4,2,1,0,,
25,265,9,110,4,2,18,2,1,0,,
25,383,9,200,14,9,16,2,2,0,,
25,77,9,185,12,10,14,2,2,0,,
25,294,9,105,9,3,11,2,2,0,,
25,83,9,220,16,12,13,2,2,0,,
25,131,9,95,15,2,5,2,2,0,,
25,187,9,160,14,6,14,2,2,0,,
25,38,9,90,6,1,16,2,2,0,,
25,191,9,120,2,10,8,2,2,0,,
25,125,9,140,20,6,5,2,2,1,,
25,169,9,150,4,6,25,2,2,0,,
25,292,9,240,22,16,0,2,3,1,,
25,72,9,270,12,16,22,2,3,0,,
25,99,9,170,8,11,10,2,3,0,,
25,66,9,210,26,12,0,2,3,1,,
25,399,9,110,6,6,9,2,3,0,,
25,17,9,120,24,3,0,2,3,1,,
25,25,9,200,22,12,2,2,3,1,,
25,190,9,70,2,4,8,2,3,0,,
25,405,9,180,15,8,14,2,3,0,,
25,225,9,100,7,2,15,2,3,0,,
26,196,9,165,8,11,12,2,1,0,,
26,98,9,190,6,10,22,2,1,0,,
26,293,9,230,9,14,20,2,1,0,,
26,251,9,200,10,7,25,2,1,0,,
26,145,9,55,1,0.5,13,2,1,0,,
26,331,9,140,10,11,2,2,1,0,,
26,306,9,120,7,3,16,2,1,0,,
26,241,9,43,0.5,0.1,11,2,1,0,,
26,262,9,90,6,6,4,2,1,0,,
26,265,9,110,4,2,18,2,1,0,,
26,383,9,200,14,9,16,2,2,0,,
26,77,9,185,12,10,14,2,2,0,,
26,294,9,105,9,3,11,2,2,0,,
26,83,9,220,16,12,13,2,2,0,,
26,131,9,95,15,2,5,2,2,0,,
26,187,9,160,14,6,14,2,2,0,,
26,38,9,90,6,1,16,2,2,0,,
26,191,9,120,2,10,8,2,2,0,,
26,125,9,140,20,6,5,2,2,1,,
26,169,9,150,4,6,25,2,2,0,,
26,292,9,240,22,16,0,2,3,1,,
26,72,9,270,12,16,22,2,3,0,,
26,99,9,170,8,11,10,2,3,0,,
26,66,9,210,26,12,0,2,3,1,,
26,399,9,110,6,6,9,2,3,0,,
26,17,9,120,24,3,0,2,3,1,,
26,25,9,200,22,12,2,2,3,1,,
26,190,9,70,2,4,8,2,3,0,,
26,405,9,180,15,8,14,2,3,0,,
26,225,9,100,7,2,15,2,3,0,,
27,156,15,59,10,0.4,3.6,1,1,1,,
27,365,15,70,3,1.5,12,1,1,1,,
27,329,15,52,11,0.2,0.7,1,1,1,,
27,423,15,250,12,4,42,1,1,0,,
27,39,15,57,0.7,0.3,14,1,1,1,,
27,403,15,230,20,15,1,1,1,0,,
27,106,15,98,11,4,3,1,1,1,,
27,8,15,160,4,12,12,1,1,0,,
27,284,15,110,3,8,10,1,1,1,,
27,161,15,50,2,0.5,10,1,1,1,,
27,167,15,165,31,3.6,0,1,2,0,,
27,401,15,120,20,4,0,1,2,1,,
27,404,15,190,15,6,20,1,2,0,,
27,298,15,140,5,3,22,1,2,1,,
27,185,15,200,22,12,0,1,2,0,,
27,352,15,23,3,0.4,3.6,1,2,1,,
27,226,15,116,9,0.4,20,1,2,1,,
27,311,15,150,25,5,0,1,2,1,,
27,355,15,35,3,0.4,7,1,2,1,,
27,96,15,160,8,6,18,1,2,0,,
27,12,15,105,23,0.9,0,1,3,1,,
27,320,15,140,29,2,0,1,3,1,,
27,343,15,240,27,14,0,1,3,0,,
27,163,15,20,2,0.1,4,1,3,1,,
27,22,15,86,1.6,0.1,20,1,3,1,,
27,348,15,31,0.6,0.6,7,1,3,1,,
27,418,15,150,30,3,0,1,3,1,,
27,50,15,99,24,0.3,0,1,3,1,,
27,84,15,40,3,1,5,1,3,1,,
27,396,15,100,10,5,4,1,3,1,,
28,240,14,120,7,9,4,2,1,0,,
28,342,14,270,9,5,50,2,1,0,,
28,421,14,260,18,20,2,2,1,0,,
28,272,14,80,1,8,3,2,1,0,,
28,194,14,350,2,25,30,2,1,0,,
28,379,14,330,14,30,2,2,1,0,,
28,43,14,145,12,10,1,2,1,0,,
28,384,14,400,10,25,38,2,1,0,,
28,2,14,250,5,22,10,2,1,0,,
28,110,14,20,1,0.1,4,2,1,0,,
28,115,14,180,20,10,4,2,2,1,,
28,229,14,75,5,1,12,2,2,0,,
28,212,14,190,9,8,22,2,2,0,,
28,62,14,120,4,1,25,2,2,0,,
28,64,14,50,4,2,4,2,2,0,,
28,206,14,220,24,13,2,2,2,1,,
28,415,14,240,8,9,32,2,2,0,,
28,374,14,110,2,8,10,2,2,0,,
28,337,14,40,1,2,5,2,2,0,,
28,89,14,155,24,6,0,2,2,1,,
28,216,14,230,25,14,0,2,3,1,,
28,19,14,130,23,4,0,2,3,1,,
28,28,14,200,11,9,20,2,3,0,,
28,200,14,240,18,16,10,2,3,0,,
28,269,14,120,12,7,4,2,3,0,,
28,55,14,300,10,18,26,2,3,0,,
28,209,14,140,10,10,4,2,3,0,,
28,184,14,200,25,11,0,2,3,1,,
28,420,14,125,8,3,17,2,3,0,,
28,373,14,135,9,7,10,2,3,0,,
29,155,4,115,9,4,12,2,1,0,,
29,349,4,240,7,15,20,2,1,0,,
29,42,4,180,10,15,2,2,1,0,,
29,429,4,310,10,3,62,2,1,0,,
29,130,4,190,13,15,1,2,1,0,,
29,138,4,74,1,0.3,19,2,1,0,,
29,385,4,280,9,18,22,2,1,0,,
29,109,4,25,1,0.2,5,2,1,0,,
29,18,4,130,4,3,22,2,1,0,,
29,152,4,42,0.8,0.1,11,2,1,0,,
29,153,4,110,4,9,5,2,2,0,,
29,90,4,160,24,6,1,2,2,1,,
29,253,4,180,10,11,12,2,2,0,,
29,228,4,105,8,3,14,2,2,0,,
29,178,4,160,30,2,0,2,2,1,,
29,375,4,140,4,8,15,2,2,0,,
29,13,4,110,22,2,0,2,2,1,,
29,97,4,130,7,4,18,2,2,0,,
29,318,4,75,2,5,7,2,2,0,,
29,341,4,140,18,6,4,2,2,0,,
29,214,4,260,25,18,0,2,3,1,,
29,20,4,130,22,4,0,2,3,1,,
29,79,4,190,22,10,3,2,3,1,,
29,377,4,110,6,4,14,2,3,0,,
29,32,4,180,20,10,4,2,3,1,,
29,186,4,200,25,11,0,2,3,1,,
29,150,4,125,7,4,16,2,3,0,,
29,314,4,160,24,7,2,2,3,1,,
29,188,4,95,18,2,1,2,3,0,,
29,411,4,85,2,5,9,2,3,0,,
30,335,11,115,8,8,4,2,1,0,,
30,134,11,110,7,2,18,2,1,0,,
30,380,11,280,2,0.4,75,2,1,0,,
30,210,11,120,10,7,5,2,1,0,,
30,430,11,240,8,2,48,2,1,0,,
30,49,11,110,8,1,19,2,1,0,,
30,7,11,45,1,2,6,2,1,0,,
30,122,11,95,7,6,3,2,1,0,,
30,173,11,320,21,24,2,2,1,1,,
30,271,11,250,7,9,35,2,1,0,,
30,81,11,170,12,6,20,2,2,0,,
30,215,11,210,17,12,15,2,2,0,,
30,171,11,160,19,6,10,2,2,1,,
30,203,11,130,7,4,18,2,2,0,,
30,168,11,150,24,5,0,2,2,1,,
30,224,11,115,8,3,15,2,2,0,,
30,362,11,100,21,1,1,2,2,1,,
30,197,11,160,8,10,14,2,2,0,,
30,317,11,70,1,4,8,2,2,0,,
30,268,11,85,3,4,10,2,2,0,,
30,174,11,240,25,16,0,2,3,1,,
30,88,11,180,20,9,2,2,3,1,,
30,413,11,110,5,2,18,2,3,0,,
30,20,11,130,20,5,0,2,3,1,,
30,207,11,90,5,3,12,2,3,0,,
30,6,11,70,5,1,11,2,3,0,,
30,257,11,180,8,10,15,2,3,0,,
30,178,11,160,30,2,0,2,3,1,,
30,371,11,110,6,4,13,2,3,0,,
30,258,11,220,24,13,1,2,3,1,,
31,1,1,100,2,5,14,1,1,1,,
31,280,1,310,6,18,34,1,1,0,,
31,389,1,180,4,6,30,1,1,0,,
31,281,1,43,0.5,0.1,11,1,1,1,,
31,54,1,320,5,14,45,1,1,0,,
31,180,1,50,0.5,0.2,13,1,1,1,,
31,330,1,145,12,10,1,1,1,1,,
31,425,1,250,9,3,48,1,1,0,,
31,108,1,110,4,0.5,23,1,1,1,,
31,146,1,60,2,0.5,12,1,1,1,,
31,129,1,170,14,9,10,1,2,0,,
31,252,1,150,12,9,6,1,2,1,,
31,286,1,240,25,15,0,1,2,0,,
31,75,1,220,12,10,22,1,2,0,,
31,309,1,130,6,1,25,1,2,1,,
31,167,1,165,31,3.6,0,1,2,0,,
31,339,1,180,15,11,8,1,2,0,,
31,192,1,30,2,0.2,5,1,2,1,,
31,319,1,50,1,2,8,1,2,1,,
31,127,1,350,3,12,60,1,2,0,,
31,100,1,230,26,14,0,1,3,0,,
31,21,1,120,23,3,0,1,3,1,,
31,91,1,190,16,12,7,1,3,0,,
31,235,1,160,1.5,0.3,38,1,3,0,,
31,247,1,20,2,0.2,4,1,3,1,,
31,175,1,110,22,2,1,1,3,1,,
31,27,1,210,22,13,1,1,3,0,,
31,327,1,50,3,3,6,1,3,1,,
31,148,1,130,20,5,2,1,3,1,,
31,417,1,110,4,7,9,1,3,1,,
32,155,4,115,9,4,12,3,1,0,,
32,349,4,240,7,15,20,3,1,0,,
32,42,4,180,10,15,2,3,1,0,,
32,429,4,310,10,3,62,3,1,0,,
32,130,4,190,13,15,1,3,1,1,,
32,138,4,74,1,0.3,19,3,1,0,,
32,385,4,280,9,18,22,3,1,0,,
32,109,4,25,1,0.2,5,3,1,0,,
32,18,4,130,4,3,22,3,1,0,,
32,152,4,42,0.8,0.1,11,3,1,0,,
32,153,4,110,4,9,5,3,2,0,,
32,90,4,160,24,6,1,3,2,1,,
32,253,4,180,10,11,12,3,2,0,,
32,228,4,105,8,3,14,3,2,0,,
32,178,4,160,30,2,0,3,2,0,,
32,375,4,140,4,8,15,3,2,0,,
32,13,4,110,22,2,0,3,2,1,,
32,97,4,130,7,4,18,3,2,0,,
32,318,4,75,2,5,7,3,2,0,,
32,341,4,140,18,6,4,3,2,1,,
32,214,4,260,25,18,0,3,3,0,,
32,20,4,130,22,4,0,3,3,1,,
32,79,4,190,22,10,3,3,3,1,,
32,377,4,110,6,4,14,3,3,0,,
32,32,4,180,20,10,4,3,3,1,,
32,186,4,200,25,11,0,3,3,0,,
32,150,4,125,7,4,16,3,3,0,,
32,314,4,160,24,7,2,3,3,1,,
32,188,4,95,18,2,1,3,3,1,,
32,411,4,85,2,5,9,3,3,0,,
33,310,6,150,9,10,8,1,1,1,,
33,139,6,50,1,0.3,12,1,1,1,,
33,424,6,380,8,12,60,1,1,0,,
33,158,6,130,11,8,6,1,1,1,,
33,47,6,140,11,10,1,1,1,1,,
33,133,6,250,7,9,36,1,1,0,,
33,60,6,180,4,6,28,1,1,0,,
33,16,6,60,1,0.2,15,1,1,1,,
33,289,6,340,6,17,40,1,1,0,,
33,124,6,30,2,1,3,1,1,1,,
33,65,6,170,9,14,3,1,2,0,,
33,244,6,60,3,1,10,1,2,1,,
33,256,6,140,4,5,21,1,2,1,,
33,283,6,150,7,3,24,1,2,1,,
33,166,6,100,18,2,2,1,2,1,,
33,400,6,160,15,8,10,1,2,0,,
33,426,6,220,10,8,28,1,2,0,,
33,223,6,180,12,2,30,1,2,0,,
33,333,6,160,14,4,18,1,2,0,,
33,317,6,75,2,5,7,1,2,1,,
33,165,6,120,23,3,0,1,3,1,,
33,274,6,180,22,10,3,1,3,0,,
33,85,6,175,21,9,4,1,3,0,,
33,410,6,200,24,10,5,1,3,0,,
33,20,6,130,22,4,0,1,3,1,,
33,58,6,150,25,4,2,1,3,1,,
33,378,6,110,6,5,12,1,3,1,,
33,398,6,105,22,1,2,1,3,1,,
33,33,6,210,26,12,0,1,3,0,,
33,414,6,160,8,7,18,1,3,0,,
34,278,12,180,5,8,24,2,1,0,,
34,351,12,160,6,10,12,2,1,0,,
34,140,12,45,1,0.1,10,2,1,0,,
34,234,12,210,12,15,8,2,1,0,,
34,46,12,200,18,14,1,2,1,0,,
34,157,12,120,8,4,14,2,1,0,,
34,431,12,260,8,10,34,2,1,0,,
34,179,12,60,1,0.2,15,2,1,0,,
34,123,12,360,6,18,45,2,1,0,,
34,101,12,340,4,20,38,2,1,0,,
34,332,12,165,10,5,22,2,2,0,,
34,149,12,50,1,3,5,2,2,0,,
34,172,12,110,22,2,0,2,2,1,,
34,230,12,120,8,4,15,2,2,0,,
34,201,12,310,32,20,0,2,2,1,,
34,321,12,180,5,12,14,2,2,0,,
34,189,12,100,18,2,2,2,2,0,,
34,95,12,140,7,6,15,2,2,0,,
34,326,12,95,3,6,9,2,2,0,,
34,288,12,85,2,5,9,2,2,0,,
34,147,12,140,20,7,2,2,3,1,,
34,315,12,165,31,4,0,2,3,1,,
34,20,12,130,22,4,0,2,3,1,,
34,181,12,170,26,7,0,2,3,1,,
34,350,12,210,18,12,8,2,3,0,,
34,376,12,110,5,8,6,2,3,0,,
34,163,12,25,2,0.1,4,2,3,0,,
34,14,12,105,22,1,2,2,3,1,,
34,36,12,220,28,12,0,2,3,1,,
34,334,12,150,20,6,4,2,3,1,,
35,196,9,165,8,11,12,2,1,0,,
35,98,9,190,6,10,22,2,1,0,,
35,293,9,230,9,14,20,2,1,0,,
35,251,9,200,10,7,25,2,1,0,,
35,145,9,55,1,0.5,13,2,1,0,,
35,331,9,140,10,11,2,2,1,0,,
35,306,9,120,7,3,16,2,1,0,,
35,241,9,43,0.5,0.1,11,2,1,0,,
35,262,9,90,6,6,4,2,1,0,,
35,265,9,110,4,2,18,2,1,0,,
35,383,9,200,14,9,16,2,2,0,,
35,77,9,185,12,10,14,2,2,0,,
35,294,9,105,9,3,11,2,2,0,,
35,83,9,220,16,12,13,2,2,0,,
35,131,9,95,15,2,5,2,2,0,,
35,187,9,160,14,6,14,2,2,0,,
35,38,9,90,6,1,16,2,2,0,,
35,191,9,120,2,10,8,2,2,0,,
35,125,9,140,20,6,5,2,2,1,,
35,169,9,150,4,6,25,2,2,0,,
35,292,9,240,22,16,0,2,3,1,,
35,72,9,270,12,16,22,2,3,0,,
35,99,9,170,8,11,10,2,3,0,,
35,66,9,210,26,12,0,2,3,1,,
35,399,9,110,6,6,9,2,3,0,,
35,17,9,120,24,3,0,2,3,1,,
35,25,9,200,22,12,2,2,3,1,,
35,190,9,70,2,4,8,2,3,0,,
35,405,9,180,15,8,14,2,3,0,,
35,225,9,100,7,2,15,2,3,0,,
36,335,11,115,8,8,4,2,1,0,,
36,134,11,110,7,2,18,2,1,0,,
36,380,11,280,2,0.4,75,2,1,0,,
36,210,11,120,10,7,5,2,1,0,,
36,430,11,240,8,2,48,2,1,0,,
36,49,11,110,8,1,19,2,1,0,,
36,7,11,45,1,2,6,2,1,0,,
36,122,11,95,7,6,3,2,1,0,,
36,173,11,320,21,24,2,2,1,1,,
36,271,11,250,7,9,35,2,1,0,,
36,81,11,170,12,6,20,2,2,0,,
36,215,11,210,17,12,15,2,2,0,,
36,171,11,160,19,6,10,2,2,1,,
36,203,11,130,7,4,18,2,2,0,,
36,168,11,150,24,5,0,2,2,1,,
36,224,11,115,8,3,15,2,2,0,,
36,362,11,100,21,1,1,2,2,1,,
36,197,11,160,8,10,14,2,2,0,,
36,317,11,70,1,4,8,2,2,0,,
36,268,11,85,3,4,10,2,2,0,,
36,174,11,240,25,16,0,2,3,1,,
36,88,11,180,20,9,2,2,3,1,,
36,413,11,110,5,2,18,2,3,0,,
36,20,11,130,20,5,0,2,3,1,,
36,207,11,90,5,3,12,2,3,0,,
36,6,11,70,5,1,11,2,3,0,,
36,257,11,180,8,10,15,2,3,0,,
36,178,11,160,30,2,0,2,3,1,,
36,371,11,110,6,4,13,2,3,0,,
36,258,11,220,24,13,1,2,3,1,,
37,363,2,160,9,6,18,1,1,0,,
37,307,2,50,1,0.2,11,1,1,1,,
37,291,2,230,10,8,30,1,1,0,,
37,328,2,280,5,14,34,1,1,0,,
37,346,2,35,3,2,2,1,1,1,,
37,390,2,155,13,11,1,1,1,0,,
37,432,2,80,5,3,9,1,1,1,,
37,360,2,140,3,0.5,31,1,1,1,,
37,242,2,60,2,1,12,1,1,1,,
37,303,2,250,6,4,48,1,1,0,,
37,208,2,180,16,11,7,1,2,0,,
37,236,2,115,9,7,4,1,2,1,,
37,35,2,130,14,6,6,1,2,1,,
37,361,2,110,21,3,0,1,2,1,,
37,61,2,80,4,3,10,1,2,1,,
37,74,2,200,18,12,8,1,2,0,,
37,195,2,65,4,3,7,1,2,1,,
37,340,2,170,7,5,24,1,2,0,,
37,369,2,45,3,2,4,1,2,1,,
37,76,2,190,12,8,18,1,2,0,,
37,285,2,220,25,13,0,1,3,0,,
37,406,2,240,20,17,3,1,3,0,,
37,381,2,150,18,8,2,1,3,1,,
37,4,2,210,12,11,16,1,3,0,,
37,37,2,90,6,6,4,1,3,1,,
37,222,2,180,21,8,7,1,3,0,,
37,53,2,35,2,2,3,1,3,1,,
37,233,2,100,2,7,8,1,3,1,,
37,57,2,160,10,6,16,1,3,0,,
37,120,2,40,2,3,2,1,3,1,,
38,264,10,120,5,4,18,2,1,0,,
38,48,10,155,13,11,1,2,1,0,,
38,427,10,260,6,12,35,2,1,0,,
38,121,10,52,11,0.2,0.7,2,1,0,,
38,435,10,70,4,2,10,2,1,0,,
38,68,10,140,6,5,18,2,1,0,,
38,142,10,80,1,0.5,18,2,1,0,,
38,255,10,160,9,4,22,2,1,0,,
38,218,10,45,3,2,4,2,1,0,,
38,248,10,600,20,50,20,2,1,1,,
38,82,10,150,19,7,2,2,2,1,,
38,112,10,105,7,3,13,2,2,0,,
38,249,10,85,3,5,10,2,2,0,,
38,93,10,140,26,3,0,2,2,1,,
38,170,10,110,20,3,0,2,2,1,,
38,226,10,75,5,1,12,2,2,0,,
38,59,10,110,3,1,23,2,2,0,,
38,69,10,210,22,12,2,2,2,1,,
38,277,10,150,9,11,4,2,2,0,,
38,395,10,60,2,3,7,2,2,0,,
38,259,10,180,20,10,2,2,3,1,,
38,23,10,150,19,7,0,2,3,1,,
38,80,10,130,12,5,12,2,3,0,,
38,267,10,90,2,6,8,2,3,0,,
38,357,10,120,22,2,4,2,3,1,,
38,239,10,160,10,10,8,2,3,0,,
38,31,10,200,25,11,0,2,3,1,,
38,305,10,120,8,1,20,2,3,0,,
38,296,10,50,1,2,8,2,3,0,,
38,428,10,260,9,1,55,2,3,0,,
39,237,5,170,4,7,26,2,1,0,,
39,290,5,160,3,4,28,2,1,0,,
39,199,5,130,4,0.5,28,2,1,0,,
39,408,5,180,5,8,25,2,1,0,,
39,353,5,105,7,0.5,19,2,1,0,,
39,263,5,140,5,4,22,2,1,0,,
39,119,5,160,12,11,2,2,1,0,,
39,114,5,160,6,4,26,2,1,0,,
39,144,5,50,1,0.3,12,2,1,0,,
39,3,5,600,20,52,18,2,1,1,,
39,277,5,160,9,12,6,2,2,0,,
39,73,5,195,12,8,23,2,2,0,,
39,299,5,135,6,3,24,2,2,0,,
39,132,5,145,15,8,4,2,2,0,,
39,250,5,110,3,6,12,2,2,0,,
39,113,5,115,7,4,15,2,2,0,,
39,111,5,130,3,4,20,2,2,0,,
39,388,5,120,20,4,1,2,2,1,,
39,243,5,250,8,2,50,2,2,0,,
39,63,5,60,2,3,8,2,2,0,,
39,387,5,150,24,5,1,2,3,1,,
39,434,5,100,7,2,14,2,3,0,,
39,313,5,80,2,5,8,2,3,0,,
39,220,5,210,18,14,4,2,3,0,,
39,368,5,230,18,16,4,2,3,0,,
39,347,5,150,14,7,10,2,3,0,,
39,219,5,45,1,2,6,2,3,0,,
39,86,5,140,18,7,4,2,3,0,,
39,41,5,110,3,1,23,2,3,0,,
39,204,5,100,4,7,6,2,3,0,,
40,196,9,165,8,11,12,3,1,0,,
40,98,9,190,6,10,22,3,1,0,,
40,293,9,230,9,14,20,3,1,0,,
40,251,9,200,10,7,25,3,1,0,,
40,145,9,55,1,0.5,13,3,1,0,,
40,331,9,140,10,11,2,3,1,0,,
40,306,9,120,7,3,16,3,1,0,,
40,241,9,43,0.5,0.1,11,3,1,0,,
40,262,9,90,6,6,4,3,1,0,,
40,265,9,110,4,2,18,3,1,0,,
40,383,9,200,14,9,16,3,2,1,,
40,77,9,185,12,10,14,3,2,1,,
40,294,9,105,9,3,11,3,2,0,,
40,83,9,220,16,12,13,3,2,1,,
40,131,9,95,15,2,5,3,2,1,,
40,187,9,160,14,6,14,3,2,1,,
40,38,9,90,6,1,16,3,2,0,,
40,191,9,120,2,10,8,3,2,0,,
40,125,9,140,20,6,5,3,2,1,,
40,169,9,150,4,6,25,3,2,0,,
40,292,9,240,22,16,0,3,3,1,,
40,72,9,270,12,16,22,3,3,1,,
40,99,9,170,8,11,10,3,3,0,,
40,66,9,210,26,12,0,3,3,0,,
40,399,9,110,6,6,9,3,3,0,,
40,17,9,120,24,3,0,3,3,1,,
40,25,9,200,22,12,2,3,3,1,,
40,190,9,70,2,4,8,3,3,0,,
40,405,9,180,15,8,14,3,3,1,,
40,225,9,100,7,2,15,3,3,0,,
41,196,9,165,8,11,12,1,1,0,,
41,98,9,190,6,10,22,1,1,0,,
41,293,9,230,9,14,20,1,1,0,,
41,251,9,200,10,7,25,1,1,0,,
41,145,9,55,1,0.5,13,1,1,1,,
41,331,9,140,10,11,2,1,1,1,,
41,306,9,120,7,3,16,1,1,1,,
41,241,9,43,0.5,0.1,11,1,1,1,,
41,262,9,90,6,6,4,1,1,1,,
41,265,9,110,4,2,18,1,1,1,,
41,383,9,200,14,9,16,1,2,0,,
41,77,9,185,12,10,14,1,2,0,,
41,294,9,105,9,3,11,1,2,1,,
41,83,9,220,16,12,13,1,2,0,,
41,131,9,95,15,2,5,1,2,1,,
41,187,9,160,14,6,14,1,2,0,,
41,38,9,90,6,1,16,1,2,1,,
41,191,9,120,2,10,8,1,2,1,,
41,125,9,140,20,6,5,1,2,1,,
41,169,9,150,4,6,25,1,2,1,,
41,292,9,240,22,16,0,1,3,0,,
41,72,9,270,12,16,22,1,3,0,,
41,99,9,170,8,11,10,1,3,0,,
41,66,9,210,26,12,0,1,3,0,,
41,399,9,110,6,6,9,1,3,1,,
41,17,9,120,24,3,0,1,3,1,,
41,25,9,200,22,12,2,1,3,0,,
41,190,9,70,2,4,8,1,3,1,,
41,405,9,180,15,8,14,1,3,0,,
41,225,9,100,7,2,15,1,3,1,,
42,155,4,115,9,4,12,1,1,1,,
42,349,4,240,7,15,20,1,1,0,,
42,42,4,180,10,15,2,1,1,0,,
42,429,4,310,10,3,62,1,1,0,,
42,130,4,190,13,15,1,1,1,0,,
42,138,4,74,1,0.3,19,1,1,1,,
42,385,4,280,9,18,22,1,1,0,,
42,109,4,25,1,0.2,5,1,1,1,,
42,18,4,130,4,3,22,1,1,1,,
42,152,4,42,0.8,0.1,11,1,1,1,,
42,153,4,110,4,9,5,1,2,1,,
42,90,4,160,24,6,1,1,2,0,,
42,253,4,180,10,11,12,1,2,0,,
42,228,4,105,8,3,14,1,2,1,,
42,178,4,160,30,2,0,1,2,0,,
42,375,4,140,4,8,15,1,2,1,,
42,13,4,110,22,2,0,1,2,1,,
42,97,4,130,7,4,18,1,2,1,,
42,318,4,75,2,5,7,1,2,1,,
42,341,4,140,18,6,4,1,2,1,,
