User_id,food_name,country,calories,protein_g,fat_g,carbs_g,primary_goal,time_of_day,suitability_score
26,Oatmeal with Cinnamon,Mexico,110,4,2,18,Muscle Gain,Breakfast,0
26,Tacos al Pastor (Lean),Mexico,200,14,9,16,Muscle Gain,Lunch,0
26,Chicken Enchiladas,Mexico,185,12,10,14,Muscle Gain,Lunch,0
26,Pozole Soup (Chicken),Mexico,105,9,3,11,Muscle Gain,Lunch,0
26,Chicken Mole (Lean),Mexico,220,16,12,13,Muscle Gain,Lunch,0
26,Fish Ceviche,Mexico,95,15,2,5,Muscle Gain,Lunch,0
26,Grilled Shrimp Tacos,Mexico,160,14,6,14,Muscle Gain,Lunch,0
26,Black Bean Soup,Mexico,90,6,1,16,Muscle Gain,Lunch,0
26,Guacamole & Jicama,Mexico,120,2,10,8,Muscle Gain,Lunch,0
26,Fajita Chicken Salad,Mexico,140,20,6,5,Muscle Gain,Lunch,1
26,Grilled Corn (Elote),Mexico,150,4,6,25,Muscle Gain,Lunch,0
26,Pork Carnitas (Lean),Mexico,240,22,16,0,Muscle Gain,Dinner,1
26,Cheese Quesadilla (WW),Mexico,270,12,16,22,Muscle Gain,Dinner,0
26,Chile Relleno (Baked),Mexico,170,8,11,10,Muscle Gain,Dinner,0
26,Carne Asada,Mexico,210,26,12,0,Muscle Gain,Dinner,1
26,Tortilla Soup,Mexico,110,6,6,9,Muscle Gain,Dinner,0
26,Baked Red Snapper,Mexico,120,24,3,0,Muscle Gain,Dinner,1
26,Beef Barbacoa,Mexico,200,22,12,2,Muscle Gain,Dinner,1
26,Grilled Vegetables,Mexico,70,2,4,8,Muscle Gain,Dinner,0
26,Turkey Tostadas,Mexico,180,15,8,14,Muscle Gain,Dinner,0
26,Lentil Sopa,Mexico,100,7,2,15,Muscle Gain,Dinner,0
27,Greek Yogurt (Fat Free),USA,59,10,0.4,3.6,Weight Loss,Breakfast,1
27,Steel Cut Oats,USA,70,3,1.5,12,Weight Loss,Breakfast,1
27,Scrambled Egg Whites,USA,52,11,0.2,0.7,Weight Loss,Breakfast,1
27,Whole Grain Toast,USA,250,12,4,42,Weight Loss,Breakfast,0
27,Blueberries,USA,57,0.7,0.3,14,Weight Loss,Breakfast,1
27,Turkey Bacon,USA,230,20,15,1,Weight Loss,Breakfast,0
27,Cottage Cheese,USA,98,11,4,3,Weight Loss,Breakfast,1
27,Avocado Toast,USA,160,4,12,12,Weight Loss,Breakfast,0
27,Peanut Butter on Apple,USA,110,3,8,10,Weight Loss,Breakfast,1
27,Green Smoothie,USA,50,2,0.5,10,Weight Loss,Breakfast,1
27,Grilled Chicken Breast,USA,165,31,3.6,0,Weight Loss,Lunch,0
27,Tuna Salad (Light),USA,120,20,4,0,Weight Loss,Lunch,1
27,Turkey Sandwich (WW),USA,190,15,6,20,Weight Loss,Lunch,0
27,Quinoa Veggie Bowl,USA,140,5,3,22,Weight Loss,Lunch,1
27,Grilled Salmon,USA,200,22,12,0,Weight Loss,Lunch,0
27,Spinach Salad,USA,23,3,0.4,3.6,Weight Loss,Lunch,1
27,Lentil Soup,USA,116,9,0.4,20,Weight Loss,Lunch,1
27,Roast Beef (Lean),USA,150,25,5,0,Weight Loss,Lunch,1
27,Steam Broccoli,USA,35,3,0.4,7,Weight Loss,Lunch,1
27,Chickpea Salad,USA,160,8,6,18,Weight Loss,Lunch,0
27,Baked Cod,USA,105,23,0.9,0,Weight Loss,Dinner,1
27,Roasted Turkey Breast,USA,140,29,2,0,Weight Loss,Dinner,1
27,Sirloin Steak (Lean),USA,240,27,14,0,Weight Loss,Dinner,0
27,Grilled Asparagus,USA,20,2,0.1,4,Weight Loss,Dinner,1
27,Baked Sweet Potato,USA,86,1.6,0.1,20,Weight Loss,Dinner,1
27,Spaghetti Squash,USA,31,0.6,0.6,7,Weight Loss,Dinner,1
27,Venison Roast,USA,150,30,3,0,Weight Loss,Dinner,1
27,Boiled Shrimp,USA,99,24,0.3,0,Weight Loss,Dinner,1
27,Chicken Noodle Soup,USA,40,3,1,5,Weight Loss,Dinner,1
27,Tofu Stir Fry,USA,100,10,5,4,Weight Loss,Dinner,1
28,Menemen (Eggs),Turkey,120,7,9,4,Muscle Gain,Breakfast,0
28,Simit (Sesame Bread),Turkey,270,9,5,50,Muscle Gain,Breakfast,0
28,White Cheese (Feta),Turkey,260,18,20,2,Muscle Gain,Breakfast,0
28,Olives and Tomatoes,Turkey,80,1,8,3,Muscle Gain,Breakfast,0
28,Honey and Kaymak,Turkey,350,2,25,30,Muscle Gain,Breakfast,0
28,Sucuk (Small Portion),Turkey,330,14,30,2,Muscle Gain,Breakfast,0
28,Boiled Egg & Parsley,Turkey,145,12,10,1,Muscle Gain,Breakfast,0
28,Tahini & Molasses,Turkey,400,10,25,38,Muscle Gain,Breakfast,0
28,Acuka (Nut Spread),Turkey,250,5,22,10,Muscle Gain,Breakfast,0
28,Cucumber with Dill,Turkey,20,1,0.1,4,Muscle Gain,Breakfast,0
28,Doner Kebab (Chicken Lean),Turkey,180,20,10,4,Muscle Gain,Lunch,1
28,Lentil Soup (Mercimek),Turkey,75,5,1,12,Muscle Gain,Lunch,0
28,Lahmacun (One Piece),Turkey,190,9,8,22,Muscle Gain,Lunch,0
28,Bulgur Pilaf,Turkey,120,4,1,25,Muscle Gain,Lunch,0
28,Cacik (Yogurt Dip),Turkey,50,4,2,4,Muscle Gain,Lunch,0
28,Kofte (Grilled Meatball),Turkey,220,24,13,2,Muscle Gain,Lunch,1
28,Vegetable Pide,Turkey,240,8,9,32,Muscle Gain,Lunch,0
28,Stuffed Eggplant,Turkey,110,2,8,10,Muscle Gain,Lunch,0
28,Shepherd Salad,Turkey,40,1,2,5,Muscle Gain,Lunch,0
28,Chicken Shish Kebab,Turkey,155,24,6,0,Muscle Gain,Lunch,1
28,Lamb Shish Kebab,Turkey,230,25,14,0,Muscle Gain,Dinner,1
28,Baked Sea Bass,Turkey,130,23,4,0,Muscle Gain,Dinner,1
28,Beef Manti (Small Portion),Turkey,200,11,9,20,Muscle Gain,Dinner,0
28,Iskender (Lean Meat),Turkey,240,18,16,10,Muscle Gain,Dinner,0
28,Okra Stew with Lamb,Turkey,120,12,7,4,Muscle Gain,Dinner,0
28,Borek (Spinach/Cheese),Turkey,300,10,18,26,Muscle Gain,Dinner,0
28,Kurnu Yaruk (Eggplant),Turkey,140,10,10,4,Muscle Gain,Dinner,0
28,Grilled Quail,Turkey,200,25,11,0,Muscle Gain,Dinner,1
28,White Bean Stew,Turkey,125,8,3,17,Muscle Gain,Dinner,0
28,Stuffed Cabbage Rolls,Turkey,135,9,7,10,Muscle Gain,Dinner,0
29,Greek Yogurt & Honey,Greece,115,9,4,12,Muscle Gain,Breakfast,0
29,Spanakopita (Baked),Greece,240,7,15,20,Muscle Gain,Breakfast,0
29,Boiled Egg & Olives,Greece,180,10,15,2,Muscle Gain,Breakfast,0
29,Whole Wheat Rusks,Greece,310,10,3,62,Muscle Gain,Breakfast,0
29,Feta Cheese Omelette,Greece,190,13,15,1,Muscle Gain,Breakfast,0
29,Fresh Figs,Greece,74,1,0.3,19,Muscle Gain,Breakfast,0
29,Tahini on Toast,Greece,280,9,18,22,Muscle Gain,Breakfast,0
29,Cucumber and Tomato,Greece,25,1,0.2,5,Muscle Gain,Breakfast,0
29,Baked Rice Pudding,Greece,130,4,3,22,Muscle Gain,Breakfast,0
29,Grapefruit with Mint,Greece,42,0.8,0.1,11,Muscle Gain,Breakfast,0
29,Greek Salad (Horiatiki),Greece,110,4,9,5,Muscle Gain,Lunch,0
29,Chicken Souvlaki,Greece,160,24,6,1,Muscle Gain,Lunch,1
29,Moussaka (Healthy Style),Greece,180,10,11,12,Muscle Gain,Lunch,0
29,Lentil Soup (Fakes),Greece,105,8,3,14,Muscle Gain,Lunch,0
29,Grilled Octopus,Greece,160,30,2,0,Muscle Gain,Lunch,1
29,Stuffed Grape Leaves,Greece,140,4,8,15,Muscle Gain,Lunch,0
29,Baked Cod with Herbs,Greece,110,22,2,0,Muscle Gain,Lunch,1
29,Chickpea Stew,Greece,130,7,4,18,Muscle Gain,Lunch,0
29,Roasted Eggplant Dip,Greece,75,2,5,7,Muscle Gain,Lunch,0
29,Shrimp Saganaki,Greece,140,18,6,4,Muscle Gain,Lunch,0
29,Lamb Chops (Trimmed),Greece,260,25,18,0,Muscle Gain,Dinner,1
29,Baked Sea Bream,Greece,130,22,4,0,Muscle Gain,Dinner,1
29,Chicken Gyro Plate (Lean),Greece,190,22,10,3,Muscle Gain,Dinner,1
29,Stuffed Peppers (Gemista),Greece,110,6,4,14,Muscle Gain,Dinner,0
29,Beef Stifado Stew,Greece,180,20,10,4,Muscle Gain,Dinner,1
29,Grilled Sardines,Greece,200,25,11,0,Muscle Gain,Dinner,1
29,Gigantes Plaki (Beans),Greece,125,7,4,16,Muscle Gain,Dinner,0
29,Roasted Chicken & Lemon,Greece,160,24,7,2,Muscle Gain,Dinner,1
29,Grilled Squid,Greece,95,18,2,1,Muscle Gain,Dinner,0
29,Vegetable Briam,Greece,85,2,5,9,Muscle Gain,Dinner,0
30,Shakshuka,Saudi Arabia,115,8,8,4,Muscle Gain,Breakfast,0
30,Foul Medames,Saudi Arabia,110,7,2,18,Muscle Gain,Breakfast,0
30,Sukkari Dates,Saudi Arabia,280,2,0.4,75,Muscle Gain,Breakfast,0
30,Labneh (Low Fat),Saudi Arabia,120,10,7,5,Muscle Gain,Breakfast,0
30,Whole Wheat Tamis,Saudi Arabia,240,8,2,48,Muscle Gain,Breakfast,0
30,Boiled Fava Beans,Saudi Arabia,110,8,1,19,Muscle Gain,Breakfast,0
30,Arabic Salad,Saudi Arabia,45,1,2,6,Muscle Gain,Breakfast,0
30,Egg and Tomato,Saudi Arabia,95,7,6,3,Muscle Gain,Breakfast,0
30,Grilled Halloumi,Saudi Arabia,320,21,24,2,Muscle Gain,Breakfast,1
30,Olive Bread,Saudi Arabia,250,7,9,35,Muscle Gain,Breakfast,0
30,Chicken Kabsa (Skinless),Saudi Arabia,170,12,6,20,Muscle Gain,Lunch,0
30,Lamb Mandi (Lean),Saudi Arabia,210,17,12,15,Muscle Gain,Lunch,0
30,Grilled Fish Sayadiya,Saudi Arabia,160,19,6,10,Muscle Gain,Lunch,1
30,Jareesh (Whole Wheat),Saudi Arabia,130,7,4,18,Muscle Gain,Lunch,0
30,Grilled Chicken Shish,Saudi Arabia,150,24,5,0,Muscle Gain,Lunch,1
30,Lentil Salad,Saudi Arabia,115,8,3,15,Muscle Gain,Lunch,0
30,Steamed Shrimp,Saudi Arabia,100,21,1,1,Muscle Gain,Lunch,1
30,Hummus (Plain),Saudi Arabia,160,8,10,14,Muscle Gain,Lunch,0
30,Roasted Eggplant,Saudi Arabia,70,1,4,8,Muscle Gain,Lunch,0
30,Okra Stew (Bamia),Saudi Arabia,85,3,4,10,Muscle Gain,Lunch,0
30,Grilled Lamb Chops,Saudi Arabia,240,25,16,0,Muscle Gain,Dinner,1
30,Chicken Shawarma Plate,Saudi Arabia,180,20,9,2,Muscle Gain,Dinner,1
30,Vegetable Harees,Saudi Arabia,110,5,2,18,Muscle Gain,Dinner,0
30,Baked Sea Bream,Saudi Arabia,130,20,5,0,Muscle Gain,Dinner,1
30,Kousa Mahshi (Squash),Saudi Arabia,90,5,3,12,Muscle Gain,Dinner,0
30,Arabic Lentil Soup,Saudi Arabia,70,5,1,11,Muscle Gain,Dinner,0
30,Mutabbaq (Veggie),Saudi Arabia,180,8,10,15,Muscle Gain,Dinner,0
30,Grilled Octopus,Saudi Arabia,160,30,2,0,Muscle Gain,Dinner,1
30,Stuffed Bell Peppers,Saudi Arabia,110,6,4,13,Muscle Gain,Dinner,0
30,Mutton Kofta,Saudi Arabia,220,24,13,1,Muscle Gain,Dinner,1
31,Acai Bowl (Unsweetened),Brazil,100,2,5,14,Weight Loss,Breakfast,1
31,Pao de Queijo (Small),Brazil,310,6,18,34,Weight Loss,Breakfast,0
31,Tapioca with Cheese,Brazil,180,4,6,30,Weight Loss,Breakfast,0
31,Papaya Fruit,Brazil,43,0.5,0.1,11,Weight Loss,Breakfast,1
31,Bolo de Fuba (Corn),Brazil,320,5,14,45,Weight Loss,Breakfast,0
31,Grilled Pineapple,Brazil,50,0.5,0.2,13,Weight Loss,Breakfast,1
31,Scrambled Eggs (2),Brazil,145,12,10,1,Weight Loss,Breakfast,1
31,Whole Wheat Bread,Brazil,250,9,3,48,Weight Loss,Breakfast,0
31,Couscous (Nordestino),Brazil,110,4,0.5,23,Weight Loss,Breakfast,1
31,Fruit Smoothie,Brazil,60,2,0.5,12,Weight Loss,Breakfast,1
31,Feijoada (Lean Version),Brazil,170,14,9,10,Weight Loss,Lunch,0
31,Moqueca (Fish Stew),Brazil,150,12,9,6,Weight Loss,Lunch,1
31,Picanha (Lean Fat Cap),Brazil,240,25,15,0,Weight Loss,Lunch,0
31,Chicken Coxinha (Baked),Brazil,220,12,10,22,Weight Loss,Lunch,0
31,Rice and Black Beans,Brazil,130,6,1,25,Weight Loss,Lunch,1
31,Grilled Chicken Breast,Brazil,165,31,3.6,0,Weight Loss,Lunch,0
31,Shrimp Bobo,Brazil,180,15,11,8,Weight Loss,Lunch,0
31,Hearts of Palm Salad,Brazil,30,2,0.2,5,Weight Loss,Lunch,1
31,Roasted Pumpkin,Brazil,50,1,2,8,Weight Loss,Lunch,1
31,Farofa (Toasted Cassava),Brazil,350,3,12,60,Weight Loss,Lunch,0
31,Churrasco Skewer,Brazil,230,26,14,0,Weight Loss,Dinner,0
31,Baked Snapper,Brazil,120,23,3,0,Weight Loss,Dinner,1
31,Chicken Stroganoff,Brazil,190,16,12,7,Weight Loss,Dinner,0
31,Mandioka (Boiled Yuca),Brazil,160,1.5,0.3,38,Weight Loss,Dinner,0
31,Mixed Green Salad,Brazil,20,2,0.2,4,Weight Loss,Dinner,1
31,Grilled Lobster Tail,Brazil,110,22,2,1,Weight Loss,Dinner,1
31,Beef Kofta (Brazilian),Brazil,210,22,13,1,Weight Loss,Dinner,0
31,Sauteed Kale (Couve),Brazil,50,3,3,6,Weight Loss,Dinner,1
31,Garlic Shrimp,Brazil,130,20,5,2,Weight Loss,Dinner,1
31,Veggie Moqueca,Brazil,110,4,7,9,Weight Loss,Dinner,1
32,Greek Yogurt & Honey,Greece,115,9,4,12,Maintenance,Breakfast,0
32,Spanakopita (Baked),Greece,240,7,15,20,Maintenance,Breakfast,0
32,Boiled Egg & Olives,Greece,180,10,15,2,Maintenance,Breakfast,0
32,Whole Wheat Rusks,Greece,310,10,3,62,Maintenance,Breakfast,0
32,Feta Cheese Omelette,Greece,190,13,15,1,Maintenance,Breakfast,1
32,Fresh Figs,Greece,74,1,0.3,19,Maintenance,Breakfast,0
32,Tahini on Toast,Greece,280,9,18,22,Maintenance,Breakfast,0
32,Cucumber and Tomato,Greece,25,1,0.2,5,Maintenance,Breakfast,0
32,Baked Rice Pudding,Greece,130,4,3,22,Maintenance,Breakfast,0
32,Grapefruit with Mint,Greece,42,0.8,0.1,11,Maintenance,Breakfast,0
32,Greek Salad (Horiatiki),Greece,110,4,9,5,Maintenance,Lunch,0
32,Chicken Souvlaki,Greece,160,24,6,1,Maintenance,Lunch,1
32,Moussaka (Healthy Style),Greece,180,10,11,12,Maintenance,Lunch,0
32,Lentil Soup (Fakes),Greece,105,8,3,14,Maintenance,Lunch,0
32,Grilled Octopus,Greece,160,30,2,0,Maintenance,Lunch,0
32,Stuffed Grape Leaves,Greece,140,4,8,15,Maintenance,Lunch,0
32,Baked Cod with Herbs,Greece,110,22,2,0,Maintenance,Lunch,1
32,Chickpea Stew,Greece,130,7,4,18,Maintenance,Lunch,0
32,Roasted Eggplant Dip,Greece,75,2,5,7,Maintenance,Lunch,0
32,Shrimp Saganaki,Greece,140,18,6,4,Maintenance,Lunch,1
32,Lamb Chops (Trimmed),Greece,260,25,18,0,Maintenance,Dinner,0
32,Baked Sea Bream,Greece,130,22,4,0,Maintenance,Dinner,1
32,Chicken Gyro Plate (Lean),Greece,190,22,10,3,Maintenance,Dinner,1
32,Stuffed Peppers (Gemista),Greece,110,6,4,14,Maintenance,Dinner,0
32,Beef Stifado Stew,Greece,180,20,10,4,Maintenance,Dinner,1
32,Grilled Sardines,Greece,200,25,11,0,Maintenance,Dinner,0
32,Gigantes Plaki (Beans),Greece,125,7,4,16,Maintenance,Dinner,0
32,Roasted Chicken & Lemon,Greece,160,24,7,2,Maintenance,Dinner,1
32,Grilled Squid,Greece,95,18,2,1,Maintenance,Dinner,1
32,Vegetable Briam,Greece,85,2,5,9,Maintenance,Dinner,0
33,Ricotta with Berries,Italy,150,9,10,8,Weight Loss,Breakfast,1
33,Fresh Fruit Salad,Italy,50,1,0.3,12,Weight Loss,Breakfast,1
33,Whole Wheat Biscotti,Italy,380,8,12,60,Weight Loss,Breakfast,0
33,Greek Yogurt with Nuts,Italy,130,11,8,6,Weight Loss,Breakfast,1
33,Boiled Egg with Spinach,Italy,140,11,10,1,Weight Loss,Breakfast,1
33,Focaccia with Tomato,Italy,250,7,9,36,Weight Loss,Breakfast,0
33,Bruschetta (Tomato),Italy,180,4,6,28,Weight Loss,Breakfast,0
33,Baked Peaches,Italy,60,1,0.2,15,Weight Loss,Breakfast,1
33,Plain Cornetto,Italy,340,6,17,40,Weight Loss,Breakfast,0
33,Espresso with Milk,Italy,30,2,1,3,Weight Loss,Breakfast,1
33,Caprese Salad,Italy,170,9,14,3,Weight Loss,Lunch,0
33,Minestrone Soup,Italy,60,3,1,10,Weight Loss,Lunch,1
33,Mushroom Risotto,Italy,140,4,5,21,Weight Loss,Lunch,1
33,Pasta e Fagioli,Italy,150,7,3,24,Weight Loss,Lunch,1
33,Grilled Calamari,Italy,100,18,2,2,Weight Loss,Lunch,1
33,Tuna & White Bean Salad,Italy,160,15,8,10,Weight Loss,Lunch,0
33,Whole Wheat Margherita,Italy,220,10,8,28,Weight Loss,Lunch,0
33,Lentil Pasta,Italy,180,12,2,30,Weight Loss,Lunch,0
33,Seafood Pasta (Lean),Italy,160,14,4,18,Weight Loss,Lunch,0
33,Roasted Eggplant,Italy,75,2,5,7,Weight Loss,Lunch,1
33,Grilled Branzino,Italy,120,23,3,0,Weight Loss,Dinner,1
33,Osso Buco (Lean),Italy,180,22,10,3,Weight Loss,Dinner,0
33,Chicken Piccata,Italy,175,21,9,4,Weight Loss,Dinner,0
33,Veal Marsala (Lean),Italy,200,24,10,5,Weight Loss,Dinner,0
33,Baked Sea Bream,Italy,130,22,4,0,Weight Loss,Dinner,1
33,Bresaola with Arugula,Italy,150,25,4,2,Weight Loss,Dinner,1
33,Stuffed Zucchini,Italy,110,6,5,12,Weight Loss,Dinner,1
33,Tomato Basil Cod,Italy,105,22,1,2,Weight Loss,Dinner,1
33,Beef Tagliata,Italy,210,26,12,0,Weight Loss,Dinner,0
33,Vegetable Lasagna,Italy,160,8,7,18,Weight Loss,Dinner,0
34,Pan con Tomate,Spain,180,5,8,24,Muscle Gain,Breakfast,0
34,Spanish Tortilla (Lean),Spain,160,6,10,12,Muscle Gain,Breakfast,0
34,Fresh Orange Juice,Spain,45,1,0.1,10,Muscle Gain,Breakfast,0
34,Manchego & Grapes,Spain,210,12,15,8,Muscle Gain,Breakfast,0
34,Boiled Egg with Ham,Spain,200,18,14,1,Muscle Gain,Breakfast,0
34,Greek Yogurt with Figs,Spain,120,8,4,14,Muscle Gain,Breakfast,0
34,Whole Wheat Toast & Oil,Spain,260,8,10,34,Muscle Gain,Breakfast,0
34,Grilled Peaches,Spain,60,1,0.2,15,Muscle Gain,Breakfast,0
34,Ensaimada (Small),Spain,360,6,18,45,Muscle Gain,Breakfast,0
34,Churros (Plain),Spain,340,4,20,38,Muscle Gain,Breakfast,0
34,Seafood Paella,Spain,165,10,5,22,Muscle Gain,Lunch,0
34,Gazpacho Soup,Spain,50,1,3,5,Muscle Gain,Lunch,0
34,Grilled Hake Fish,Spain,110,22,2,0,Muscle Gain,Lunch,1
34,Lentil Stew (Lentejas),Spain,120,8,4,15,Muscle Gain,Lunch,0
34,Jamon Iberico (Lean),Spain,310,32,20,0,Muscle Gain,Lunch,1
34,Russian Salad (Lean),Spain,180,5,12,14,Muscle Gain,Lunch,0
34,Grilled Squid (Sepia),Spain,100,18,2,2,Muscle Gain,Lunch,0
34,Chickpea & Spinach,Spain,140,7,6,15,Muscle Gain,Lunch,0
34,Salmorejo Soup,Spain,95,3,6,9,Muscle Gain,Lunch,0
34,Pisto Manchego (Veg),Spain,85,2,5,9,Muscle Gain,Lunch,0
34,Gambas al Ajillo,Spain,140,20,7,2,Muscle Gain,Dinner,1
34,Roasted Chicken Breast,Spain,165,31,4,0,Muscle Gain,Dinner,1
34,Baked Sea Bream,Spain,130,22,4,0,Muscle Gain,Dinner,1
34,Grilled Pork Loin,Spain,170,26,7,0,Muscle Gain,Dinner,1
34,Spanish Meatballs (Lean),Spain,210,18,12,8,Muscle Gain,Dinner,0
34,Stuffed Mushrooms,Spain,110,5,8,6,Muscle Gain,Dinner,0
34,Grilled Asparagus,Spain,25,2,0.1,4,Muscle Gain,Dinner,0
34,Baked Cod with Tomato,Spain,105,22,1,2,Muscle Gain,Dinner,1
34,Beef tenderloin,Spain,220,28,12,0,Muscle Gain,Dinner,1
34,Seafood Zarzuela,Spain,150,20,6,4,Muscle Gain,Dinner,1
35,Huevos Rancheros,Mexico,165,8,11,12,Muscle Gain,Breakfast,0
35,Chilaquiles (Baked),Mexico,190,6,10,22,Muscle Gain,Breakfast,0
35,Pork Tamales,Mexico,230,9,14,20,Muscle Gain,Breakfast,0
35,Molletes (Whole Wheat),Mexico,200,10,7,25,Muscle Gain,Breakfast,0
35,Fruit Salad with Lime,Mexico,55,1,0.5,13,Muscle Gain,Breakfast,0
35,Scrambled Eggs with Salsa,Mexico,140,10,11,2,Muscle Gain,Breakfast,0
35,Refried Black Beans,Mexico,120,7,3,16,Muscle Gain,Breakfast,0
35,Mexican Papaya,Mexico,43,0.5,0.1,11,Muscle Gain,Breakfast,0
35,Nopalitos (Cactus Eggs),Mexico,90,6,6,4,Muscle Gain,Breakfast,0
35,Oatmeal with Cinnamon,Mexico,110,4,2,18,Muscle Gain,Breakfast,0
35,Tacos al Pastor (Lean),Mexico,200,14,9,16,Muscle Gain,Lunch,0
35,Chicken Enchiladas,Mexico,185,12,10,14,Muscle Gain,Lunch,0
35,Pozole Soup (Chicken),Mexico,105,9,3,11,Muscle Gain,Lunch,0
35,Chicken Mole (Lean),Mexico,220,16,12,13,Muscle Gain,Lunch,0
35,Fish Ceviche,Mexico,95,15,2,5,Muscle Gain,Lunch,0
35,Grilled Shrimp Tacos,Mexico,160,14,6,14,Muscle Gain,Lunch,0
35,Black Bean Soup,Mexico,90,6,1,16,Muscle Gain,Lunch,0
35,Guacamole & Jicama,Mexico,120,2,10,8,Muscle Gain,Lunch,0
35,Fajita Chicken Salad,Mexico,140,20,6,5,Muscle Gain,Lunch,1
35,Grilled Corn (Elote),Mexico,150,4,6,25,Muscle Gain,Lunch,0
35,Pork Carnitas (Lean),Mexico,240,22,16,0,Muscle Gain,Dinner,1
35,Cheese Quesadilla (WW),Mexico,270,12,16,22,Muscle Gain,Dinner,0
35,Chile Relleno (Baked),Mexico,170,8,11,10,Muscle Gain,Dinner,0
35,Carne Asada,Mexico,210,26,12,0,Muscle Gain,Dinner,1
35,Tortilla Soup,Mexico,110,6,6,9,Muscle Gain,Dinner,0
35,Baked Red Snapper,Mexico,120,24,3,0,Muscle Gain,Dinner,1
35,Beef Barbacoa,Mexico,200,22,12,2,Muscle Gain,Dinner,1
35,Grilled Vegetables,Mexico,70,2,4,8,Muscle Gain,Dinner,0
35,Turkey Tostadas,Mexico,180,15,8,14,Muscle Gain,Dinner,0
35,Lentil Sopa,Mexico,100,7,2,15,Muscle Gain,Dinner,0
36,Shakshuka,Saudi Arabia,115,8,8,4,Muscle Gain,Breakfast,0
36,Foul Medames,Saudi Arabia,110,7,2,18,Muscle Gain,Breakfast,0
36,Sukkari Dates,Saudi Arabia,280,2,0.4,75,Muscle Gain,Breakfast,0
36,Labneh (Low Fat),Saudi Arabia,120,10,7,5,Muscle Gain,Breakfast,0
36,Whole Wheat Tamis,Saudi Arabia,240,8,2,48,Muscle Gain,Breakfast,0
36,Boiled Fava Beans,Saudi Arabia,110,8,1,19,Muscle Gain,Breakfast,0
36,Arabic Salad,Saudi Arabia,45,1,2,6,Muscle Gain,Breakfast,0
36,Egg and Tomato,Saudi Arabia,95,7,6,3,Muscle Gain,Breakfast,0
36,Grilled Halloumi,Saudi Arabia,320,21,24,2,Muscle Gain,Breakfast,1
36,Olive Bread,Saudi Arabia,250,7,9,35,Muscle Gain,Breakfast,0
36,Chicken Kabsa (Skinless),Saudi Arabia,170,12,6,20,Muscle Gain,Lunch,0
36,Lamb Mandi (Lean),Saudi Arabia,210,17,12,15,Muscle Gain,Lunch,0
36,Grilled Fish Sayadiya,Saudi Arabia,160,19,6,10,Muscle Gain,Lunch,1
36,Jareesh (Whole Wheat),Saudi Arabia,130,7,4,18,Muscle Gain,Lunch,0
36,Grilled Chicken Shish,Saudi Arabia,150,24,5,0,Muscle Gain,Lunch,1
36,Lentil Salad,Saudi Arabia,115,8,3,15,Muscle Gain,Lunch,0
36,Steamed Shrimp,Saudi Arabia,100,21,1,1,Muscle Gain,Lunch,1
36,Hummus (Plain),Saudi Arabia,160,8,10,14,Muscle Gain,Lunch,0
36,Roasted Eggplant,Saudi Arabia,70,1,4,8,Muscle Gain,Lunch,0
36,Okra Stew (Bamia),Saudi Arabia,85,3,4,10,Muscle Gain,Lunch,0
36,Grilled Lamb Chops,Saudi Arabia,240,25,16,0,Muscle Gain,Dinner,1
36,Chicken Shawarma Plate,Saudi Arabia,180,20,9,2,Muscle Gain,Dinner,1
36,Vegetable Harees,Saudi Arabia,110,5,2,18,Muscle Gain,Dinner,0
36,Baked Sea Bream,Saudi Arabia,130,20,5,0,Muscle Gain,Dinner,1
36,Kousa Mahshi (Squash),Saudi Arabia,90,5,3,12,Muscle Gain,Dinner,0
36,Arabic Lentil Soup,Saudi Arabia,70,5,1,11,Muscle Gain,Dinner,0
36,Mutabbaq (Veggie),Saudi Arabia,180,8,10,15,Muscle Gain,Dinner,0
36,Grilled Octopus,Saudi Arabia,160,30,2,0,Muscle Gain,Dinner,1
36,Stuffed Bell Peppers,Saudi Arabia,110,6,4,13,Muscle Gain,Dinner,0
36,Mutton Kofta,Saudi Arabia,220,24,13,1,Muscle Gain,Dinner,1
37,Steamed Shrimp Dim Sum,China,160,9,6,18,Weight Loss,Breakfast,0
37,Rice Congee (Plain),China,50,1,0.2,11,Weight Loss,Breakfast,1
37,Pork Baozi (Steamed),China,230,10,8,30,Weight Loss,Breakfast,0
37,Scallion Pancake,China,280,5,14,34,Weight Loss,Breakfast,0
37,Soy Milk (Unsweetened),China,35,3,2,2,Weight Loss,Breakfast,1
37,Tea Leaf Egg,China,155,13,11,1,Weight Loss,Breakfast,0
37,Wonton Soup,China,80,5,3,9,Weight Loss,Breakfast,1
37,Steamed Rice Rolls,China,140,3,0.5,31,Weight Loss,Breakfast,1
37,Millet Porridge,China,60,2,1,12,Weight Loss,Breakfast,1
37,Red Bean Bun,China,250,6,4,48,Weight Loss,Breakfast,0
37,Kung Pao Chicken (Lean),China,180,16,11,7,Weight Loss,Lunch,0
37,Mapo Tofu (Low Fat),China,115,9,7,4,Weight Loss,Lunch,1
37,Beef and Broccoli,China,130,14,6,6,Weight Loss,Lunch,1
37,Steamed Sea Bass,China,110,21,3,0,Weight Loss,Lunch,1
37,Buddha's Delight (Veg),China,80,4,3,10,Weight Loss,Lunch,1
37,Chicken Cashew Nut,China,200,18,12,8,Weight Loss,Lunch,0
